Title ,QuestionEN,QuestionFR,AnswerEN,AnswerFR,KeywordsEN,KeywordsFR,Enter Type,Enter Type FR,Number,ID
Can I log into Saba off the government network/ from my home computer? (For learners),,Est-ce que je peux me connecter à Saba en dehors du réseau gouvernemental ou à partir de mon ordinateur personnel? (Pour apprenants),"<p>You can access Saba from any device with an internet connexion, even off the government network. Please note that you may need to access some content within the government firewall to see all the related class material.</p>","<p>Vous pouvez accéder à Saba à partir de n’importe quel appareil disposant d’une connexion internet, même en dehors du réseau gouvernemental. Veuillez noter qu’il se peut que vous deviez accéder à certains contenus à l’intérieur du pare-feu du gouvernement afin de voir tout le matériel de la classe.</p>","Network, connect, connect to Saba, Remote, Home, Connection, External, VPN, Private network, Access, Personal computer","Réseau, connecter, connecter à Saba, distance, maison, connexion, externe, VPN, accès, accès, ordinateur personnel",Learner,,40,71
Why is there an evaluation pending for a course that I have completed? (For learners),,Pourquoi y a-t-il une évaluation en attente pour un cours que j'ai terminé? (Pour apprenants),"<p>Most courses have an evaluation that will show on your Saba profile after you have completed the training. This evaluation is optional, but will provide your anonymous feedback to course owners, who can then improve their training. Completing the evaluation or launching and closing it will remove it from your profile. Alternatively, it may expire and disappear on its own.</p>","<p>La plupart des cours comportent une évaluation qui s’affichera sur votre profil Saba une fois que vous aurez terminé la formation. Cette évaluation est facultative, mais elle fournit une rétroaction anonyme aux propriétaires de cours, qui pourront ainsi améliorer leur formation. Remplir l’évaluation ou la lancer et la fermer la retirera de votre profil. Elle pourrait également expirer et disparaître d’elle-même.</p>","Course, evaluation, profile, training, feedback, fill out, complete, pending, expire","Cours, évaluation, profil, formation, rétroaction, remplir, compléter, attente, expirer",Learner,,41,72
"What does the Saba sign in page’s ""Remember Me"" option do?",,À quoi sert l'option « Mémoriser mon profil » sur la page d'ouverture de session de Saba?,"<div><table><tbody><tr><td><p>When you select the “Remember Me” checkbox, your username and password are saved on your device. When you return to Saba, your login credentials will be pre-filled, so you will only need to select the <strong>Sign In</strong> button to start your session. </p></td></tr></tbody></table></div><p><strong>Session duration:</strong> The session duration for Saba has been extended to one hour, with a warning message sent 10 minutes before its expiration.</p>","<div><table><tbody><tr><td><p>Lorsque vous sélectionnez la case « Mémoriser mon profil », votre nom d'utilisateur et votre mot de passe seront sauvegardés sur votre appareil. Quand vous reviendrez sur Saba, vos identifiants de connexion seront préremplis et il vous suffira de sélectionner le bouton <strong>Ouvrir une Session</strong> débuter votre session.  </p></td></tr></tbody></table></div><p><strong>Durée de la session</strong> : La durée de la session pour Saba a été augmentée à une heure, avec l'envoi d'un message d'avertissement 10 minutes avant son expiration.</p>","Remember Me, login, login page, log in, Session duration, duration, Session, connexion, connect, connection","Mémoriser mon profil, connexion, page de connexion, Durée de la session, session, connecter",Learner,,42,73
How can I approve my team’s learning? (For managers),,Comment puis-je approuver l'apprentissage de mon équipe? (Pour les managers),"<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>When one of your team members registers to a class that requires approval, the manager identified on their Saba account will receive an approval request in the form of an automatic email notification from Saba, as well as a pending approval on their Direct Team page.</p><br><p> </p><br><p>To approve or reject your team members’ requests, please follow one of the two options:</p><br><p>A) From Saba’s email notification in your Outlook:</p><br><ol><li>Select the <strong>Approve </strong>or <strong>Reject</strong> hyperlink.</li><li>Log into your Saba account.</li><li>A confirmation message will appear.</li><br></ol><p>B) Directly from your Saba account:</p><br><ol><li>Log into your Saba account.</li><li>Open the primary navigation menu.</li><li>Select the <strong>My Team</strong> item.</li><li>Select <strong>Pending Approvals</strong>.</li><li>Select the training, then <strong>Approve Selected</strong> to approve the training.</li><br></ol><p>If you are unable to approve the requests, you can find more information by searching the following question:</p><br><p>“What should I do if I do not see my employee’s approval request?”</p></td></tr></tbody></table>","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>Lorsqu’un des membres de votre équipe s’inscrit à une classe nécessitant une approbation, le/la responsable identifié(e) sur son compte recevra la demande d’approbation sous forme de notification automatique par courriel de Saba, ainsi qu’une demande d’approbation en attente sur sa page « Équipe directe ».</p><br><p> </p><br><p>Afin d’approuver les demandes des membres de votre équipe, veuillez suivre l’une de ces deux options:</p><br><p>A) À partir de la notification par courriel dans votre Outlook :</p><br><ol><li>Sélectionnez l’hyperlien <strong>Approuver</strong> ou <strong>Rejeter</strong>.</li><li>Connectez-vous à votre compte Saba.</li><li>Un message de confirmation apparaîtra.</li><br></ol><p>B) Directement à partir de votre compte Saba :</p><br><ol><li>Connectez-vous à Saba.</li><li>Ouvrez le menu principal.</li><li>Sélectionnez l’item <strong>Mon équipe</strong>.</li><li>Sélectionnez <strong>En attente d’approbation</strong>.</li><li>Sélectionnez la formation, puis <strong>Approuver l’élément sélectionné</strong> pour approuver la formation.</li><br></ol><p> </p><br><p>Si vous ne parvenez pas à approuver les demandes, vous pouvez trouver plus d’informations en recherchant la question suivante :</p><br><p>« Que faire si je ne vois pas les demandes d'approbation de mon employé(e)?”</p></td></tr></tbody></table>","Approve, Approved, reject, Rejected, Authorization, Approval, learning","Approuver, approuvé, rejeter, rejeté, autorisation, approbation, autorisé, processus d’approbation, formation",Manager ,,43,74
Does Saba have an iService page?,,Est-ce que Saba a une page iService?,"<p>Saba has several iService pages explaining different roles. Visit <a href=""https://iservice.prv/eng/college/saba/index.shtml"">Saba’s iService homepage</a>!</p>","<p>Saba a plusieurs pages iService expliquant les différents rôles. Consultez la <a href=""https://iservice.prv/fra/college/saba/index.shtml"">page d'accueil iService de Saba</a>!</p>","Information, info, roles, iService, administrator, manager, team leader, learner, administrator, instructor, page, help, understand, general, intranet","Information, info, rôles, roles, iService, administrateur, manager, chef d'équipe, apprenant, administrateur, instructeur, page, aider, comprendre, général, intranet",,,44,75
How do I become a course administrator or instructor?,,Comment puis-je devenir administrateur de cours ou formateur?,"<div><table><tbody><tr><td><p>To add a Course Administrator or Instructor role to your existing Saba account, you must complete the associated course. For more information, please consult our <a href=""https://iservice.prv/eng/college/saba/administrator.shtml"">course administrators and instructors page</a>!</p></td></tr></tbody></table></div>","<div><table><tbody><tr><td><p>Pour ajouter un rôle d'administrateur de cours ou de formateur à votre compte Saba existant, vous devez compléter le cours qui y est associé. Pour plus d'informations, veuillez consulter notre <a href=""https://iservice.prv/fra/college/saba/administrateur.shtml"">page pour administrateurs de cours et formateurs</a>.</p></td></tr></tbody></table></div>","Information, info, role, administrator, admin, instructor, design team, class, roster, completion, manage, facilitate, registration, status, register, manage, mark complete, facilitate","Information, info, rôle, role, administrateur, admin, instructeur, équipe de conception, equipe, classe, liste, inscrits, inscription, inscrire, statut, achèvement, achevement, marquer complété, complete, gérer, gérer, faciliter",Admin,,45,76
How do I become a course administrator or instructor?,,Comment puis-je devenir administrateur de cours ou formateur?,"<div><table><tbody><tr><td><p>To add a Course Administrator or Instructor role to your existing Saba account, you must complete the associated course. For more information, please consult our <a href=""https://iservice.prv/eng/college/saba/administrator.shtml"">course administrators and instructors page</a>!</p></td></tr></tbody></table></div>","<div><table><tbody><tr><td><p>Pour ajouter un rôle d'administrateur de cours ou de formateur à votre compte Saba existant, vous devez compléter le cours qui y est associé. Pour plus d'informations, veuillez consulter notre <a href=""https://iservice.prv/fra/college/saba/administrateur.shtml"">page pour administrateurs de cours et formateurs</a>.</p></td></tr></tbody></table></div>","Information, info, role, administrator, admin, instructor, design team, class, roster, completion, manage, facilitate, registration, status, register, manage, mark complete, facilitate","Information, info, rôle, role, administrateur, admin, instructeur, équipe de conception, equipe, classe, liste, inscrits, inscription, inscrire, statut, achèvement, achevement, marquer complété, complete, gérer, gérer, faciliter",Admin,,46,77
Where can I find information on the ESDC Essential Training Curricula (ETC)?,,Où puis-je trouver des informations sur les Curriculums de formation essentielle d’EDSC (CFE)?,"<p>You can visit iService’s <a href=""https://iservice.prv/eng/college/mandatory_training/index.shtml"">ESDC Essential Training Curricula page</a>.</p>","<p>Vous pouvez consulter la page iService des <a href=""https://iservice.prv/fra/college/formation_obligatoire/index.shtml%23employees"">Curriculums de formation essentielle d’EDSC</a>.</p>","Indigenous Awareness and Reconciliation, information, training, mandatory, CSPS,  Occupational Health and Safety and Hazard Prevention Training for Employees, Security 101,  Access to Information and Privacy (ATIP): It’s Everybody’s Business ,  Doing Thin","Indigenous Awareness, Formation sur la Sensibilisation aux cultures autochtones et la réconciliation,  Formation sur la santé et la sécurité au travail et la prévention des risques pour les employés, Sécurité 101, La protection des renseignements personne",,,47,78
Where can I find the managers’ (or team leaders’) job aids? (For managers – job aid),,Où puis-je trouver tous les aide-mémoires pour responsables (gestionnaires ou chefs d’équipe)? (Pour responsables – aide-mémoire),"<p>Some job aids have not made their way to this location yet! You can still find all the manager job aids on the Saba <a href=""https://iservice.prv/eng/college/saba/managers.shtml"">“Managers (and Team Leaders)” page on iService.</a></p>","<p>Certains aide-mémoires ne sont pas encore arrivés à cet endroit! Vous pouvez toujours trouver les aide-mémoires de responsables sur la page Saba <a href=""https://iservice.prv/fra/college/saba/gestionnaires.shtml"">« Responsables (pour gestionnaires et chefs d’équipe) » d’iService.</a></p>","job aid, job aids, tool, tools, work tool, work tools, where, all, location, manager, managers, manager’s, team lead, lead","aide-mémoire, aides-mémoires, aide-mémoires, aide, mémoire, job aid, outil, outils, outil de travail, outils de travail, où, ou, tous, emplacement, aide-memoire, aides-memoires, aide-memoires, mémoire, gestionnaire, gestionnaires, chef, chef d'équipe, che",Manager ,,48,79
How can I access my team’s essential training curriculum (ETC) completion data? (For managers – job aid),,Comment puis-je accéder aux données d'achèvement du programme de formation essentielle (CFE) de mon équipe? (Pour responsables – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_EN/(Responsable)%20Accéder%20aux%20données%20d’achèvement%20du%20curriculum%20de%20formation%20essentielle%20(CFE)%20de%20mon%20équipe%20–%20(Manager)%20Accessing%20my%20Team’s%20Essential%20Training%20Curriculum%20(ETC)%20Completion%20Data_EN.docx?d=w49119f07dc9f45ffa508ee5b06e2f9e4&amp;csf=1&amp;web=1&amp;e=4a28d5"">Accessing my Team’s Essential Training Curriculum (ETC) Completion Data</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_FR/(Responsable)%20Accéder%20aux%20données%20d’achèvement%20du%20curriculum%20de%20formation%20essentielle%20(CFE)%20de%20mon%20équipe%20–%20(Manager)%20Accessing%20my%20Team’s%20Essential%20Training%20Curriculum%20(ETC)%20Completion%20Data_FR.docx?d=w88a6537235ee4c0d8264cea0cd9fdd2d&amp;csf=1&amp;web=1&amp;e=VRkXuC"">Accéder aux données d’achèvement du curriculum de formation essentielle (CFE) de mon équipe </a>».</p>","job aid, job aids, tool, tools, work tool, tools Access, Job aid, report, data, team curriculum, completion report, ETC","Accès, aide-mémoire, rapport, rapport achèvement, curriculum, CFE, données, équipe",Manager ,,49,80
Can I assign a proxy to complete actions on my behalf on Saba? (For managers – job aid),,Puis-je assigner un mandataire pour effectuer des actions en mon nom sur Saba? (Pour responsables – aide-mémoire),"<p>Executives can assign up to two proxies to access their My Team page and assign learning, review organizational chart, and run reports.</p><br><p>You can find instructions on assigning a proxy in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_EN/(Responsable)%20Assigner%20un%20mandataire%20–%20Assign%20a%20Proxy%20(Manager)_EN.docx?d=w202213b6cb154357bc96d6c4d7780760&amp;csf=1&amp;web=1&amp;e=uZ56fu"">Assign a Proxy</a>” job aid.</p>","<p>Les cadres exécutifs peuvent assigner jusqu’à deux mandataires qui pourront accéder à leur page « Mon équipe » et assigner l’apprentissage, examiner les organigrammes et exécuter des rapports.</p><br><p>Vous pouvez trouver les instructions dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_FR/(Responsable)%20Assigner%20un%20mandataire%20–%20Assign%20a%20Proxy%20(Manager)_FR.docx?d=w6f693778462c42638dcbdb59d8b7dbee&amp;csf=1&amp;web=1&amp;e=Wq7CDa"">Assigner un mandataire</a> ».</p>","Job aid, desk aid, learning, instruction, execute, run, reports, executive managers, assign, assigned, proxi, action, role","Aide-mémoire, job aid, aide mémoire, aide mémoire, apprentissage, instruction, exécuter, rapports, cadres exécutifs, Assigner, assigné, mandataire, action",Manager ,,50,81
How can I act as a proxy for an executive? (For managers – job aid),,Comment puis-je agir comme mandataire pour un cadre exécutif?  (Pour responsables – aide-mémoire),"<p>Executives can assign up to two proxies to act on their behalf. Once you are assigned as a proxy for an executive, you can access their My Team page and assign learning, review organizational chart, and run reports.</p><br><p>You can find instructions on acting as a proxy in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_EN/(Responsable)%20Agir%20en%20qualité%20de%20mandataire%20–%20Act%20as%20Proxy%20(Manager)_EN.docx?d=we10ecf76d9734bcaa7b1d53d9b059c1d&amp;csf=1&amp;web=1&amp;e=3eSbgy"">Act as Proxy</a>” job aid.</p>","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>Les cadres exécutifs peuvent assigner jusqu’à deux mandataires pour agir en leur nom. Une fois assigné comme mandataire pour un cadre, vous pourrez accéder à leur page « Mon équipe » ainsi qu’assigner de l’apprentissage, examiner les organigrammes et exécuter des rapports.</p><br><p>Vous pouvez trouver les instructions relatives à la fonction de mandataire dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_FR/(Responsable)%20Agir%20en%20qualité%20de%20mandataire%20–%20Act%20as%20Proxy%20(Manager)_FR.docx?d=w3c9f8d2daef0439d85f6d943c9827515&amp;csf=1&amp;web=1&amp;e=KuKhKD"">Agir en qualité de mandataire</a> ».</p></td></tr></tbody></table>","Job aid, learning, instruction, execute, run, reports, executive managers, assign, assigned, proxi, action, role, act","Aide-mémoire, apprentissage, instruction, exécuter, rapports, cadres exécutifs, Assigner, assigné, mandataire, action",Manager ,,51,82
How can I add a learning activity to a team member’s plan? (For managers – job aid),,Comment puis-je ajouter une activité au plan d’un membre de mon équipe? (Pour responsables – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_EN/(Responsable)%20Ajouter%20une%20activité%20au%20plan%20d’un%20membre%20de%20mon%20équipe%20–%20%20(Manager)%20Add%20a%20Learning%20Activity%20to%20a%20Team%20Member%27s%20Plan_EN.docx?d=w9db7f6184f7a4fda8fe45c8d7a72357f&amp;csf=1&amp;web=1&amp;e=nwArxx"">Add a Learning Activity to a Team Member’s Plan</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_FR/(Responsable)%20Ajouter%20une%20activité%20au%20plan%20d’un%20membre%20de%20mon%20équipe%20–%20%20(Manager)%20Add%20a%20Learning%20Activity%20to%20a%20Team%20Member%27s%20Plan_FR.docx?d=w06ccf389495c4e9eafd0ddb680cd450c&amp;csf=1&amp;web=1&amp;e=3J2qEK"">Ajouter une activité au plan de mon équipe</a> ».</p>","Added, add, add activity, assignment, training, activity, plan, team, member","Ajouté, ajouter, ajouter activité, assignation, formation, Activité, activités, plan, membre, équipe",Manager ,,52,83
Where can I find all the Learner job aids? (For learners – job aid),,Où puis-je trouver tous les aide-mémoires pour apprenants? (Pour apprenants – aide-mémoire),"<p>To browse all job aids, please <a href=""/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Forms/AllItems.aspx?ga=1&amp;viewid=96e8d7a4%2Dc6e2%2D4219%2Daa49%2Ddfd730e0a29d"">access our Sharepoint</a> and choose your preferred language, then the role associated with your question.</p><br><p> </p><br><p>Please note that we named our folders and documents following the <a href=""https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=26164"">Directive on Official Languages for Communications and Services</a>, which indicates that French must appear first in our titles. Expand the “Name” column in SharePoint to view the English portion of longer file names.</p>","<p>Pour naviguer tous les aide-mémoires, veuillez <a href=""/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Forms/AllItems.aspx?ga=1&amp;viewid=96e8d7a4%2Dc6e2%2D4219%2Daa49%2Ddfd730e0a29d"">accéder à notre Sharepoint</a> et choisir votre langue préférée, puis le rôle associé à votre question.</p><br><p> </p><br><p>Veuillez noter que nous avons nommé nos dossiers et documents conformément à la <a href=""https://www.tbs-sct.canada.ca/pol/doc-fra.aspx?id=26164"">Directive sur les langues officielles pour les communications et services</a>, qui indique que le français doit apparaître en premier dans nos titres. Agrandissez la colonne « Nom » dans SharePoint pour visionner la partie anglaise des noms de fichiers plus longs.</p>","job aid, job aids, tool, tools, work tool, work tools, where, all, location, students, pupils, participants","aide-mémoire, aides-mémoires, aide, mémoire, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, où, ou, tous, emplacement, aide-memoire, aides-memoires, aide-memoires, mémoire, élèves, étudiants, participants",Learner,,53,84
How can I accept a waitlisted seat? (For learners – job aid),,Comment puis-je accepter une place en attente? (Pour apprenants – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Accepter%20une%20place%20en%20attente%20–%20(Learner)%20Accept%20a%20Waitlisted%20Seat_EN.docx?d=wb19a6150e10745b2be5faa66bf0fbdd1&amp;csf=1&amp;web=1&amp;e=C2SUa0"">(Learner) Accept a Waitlisted Seat</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Accepter%20une%20place%20en%20attente%20–%20(Learner)%20Accept%20a%20Waitlisted%20Seat_FR.docx?d=w446e58172ea248258d6602cc6c872780&amp;csf=1&amp;web=1&amp;e=BCLg0Q"">(Apprenant) Accepter une place en attente</a> ».</p>","job aid, job aids, tool, tools, work tool, work tools, waitlist, class","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, memoire, siège, siege, classe",Learner,,54,85
How can I access my Saba account for the first time? (For learners – job aid),,Comment puis-je accéder à mon compte Saba pour la première fois? (Pour apprenants – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20–%20Accéder%20à%20votre%20compte%20Saba%20pour%20la%20première%20fois%20–%20(Learner)%20Access%20Your%20Saba%20Account%20for%20the%20First%20Time_EN.docx?d=w2c39da3f170948fab05cbc959f220136&amp;csf=1&amp;web=1&amp;e=XXYpJg"">(Learner) Access Your Saba Account for the First Time</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20–%20Accéder%20à%20votre%20compte%20Saba%20pour%20la%20première%20fois%20–%20(Learner)%20Access%20Your%20Saba%20Account%20for%20the%20First%20Time_FR.docx?d=wfa1096cad146436b85befe378da2a247&amp;csf=1&amp;web=1&amp;e=zxFH16"">(Apprenant) – Accéder à votre compte Saba pour la première fois</a> ».</p>","job aid, job aids, tool, tools, work tool, work tools  saba, account, new, PeopleSoft, password, pw","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, memoire  saba, conte, comte, accès, premiere, premier, nouveau, PeopleSoft, mot de passe",Learner,,55,86
How can I activate accessibility mode? (For learners – job aid),,Comment puis-je activer le mode d’accessibilité?,"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Activer%20le%20mode%20accessibilité%20–%20(Learner)%20Activate%20Accessibility%20Mode_EN.docx?d=w2cf5560267654ee1b18a70a2f4420958&amp;csf=1&amp;web=1&amp;e=Lchknf"">(Learner) Activate Accessibility Mode</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Activer%20le%20mode%20d’accessibilité%20–%20(Learner)%20Activate%20Accessibility%20Mode_FR.docx?d=w6d513be63b644f3887380c2f7f5aab8b&amp;csf=1&amp;web=1&amp;e=eSM6xe"">(Apprenant) Activer le mode d’accessibilité</a> ».</p>","job aid, job aids, tool, tools, work tool, work tools, accessible","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, activé, active, accessible",Learner,,56,87
How can I add a course / external learning to my completed learning if I did not take it on Saba (Excluding courses from the Essential Training Curriculums [ETC])? (For learners – job aid),,Comment puis-je ajouter un cours / une formation externe à ma formation achevée si je ne l’ai pas suivi sur Saba (excluant les cours des Curriculum de formation essentielle [CFE])? (Pour apprenants – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Ajouter%20une%20formation%20achevée%20–%20(Learner)%20Add%20a%20Completed%20Course_EN.docx?d=w7c614f598f014d8586fe4de1aa6b30fb&amp;csf=1&amp;web=1&amp;e=otNBL7"">(Learner) Add a Completed Course</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Ajouter%20une%20formation%20achevée%20–%20(Learner)%20Add%20a%20Completed%20Course_FR.docx?d=wde03481a3e5146769c0d1ab8643f8785&amp;csf=1&amp;web=1&amp;e=KteBCE"">(Apprenant) Ajouter une formation achevée</a> ».</p>","job aid, job aids, tool, tools, work tool, work tools, done, finished, add, external, outside, Saba, update, learning, course, class, update, history ","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, complété, achevé, acheve, fini, réussi, reussi, ajouter, ajoute, ajouté",Learner,,57,88
How can I change my language preference? (For learners – job aid),,Comment puis-je changer ma langue de préférence?  (Pour apprenants – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Changer%20sa%20langue%20de%20préférence%20–%20(Learner)%20Change%20Your%20Language%20Preference_EN.docx?d=wb8a347fd5f2e4435978293c4f4cf35a6&amp;csf=1&amp;web=1&amp;e=WbIhlC"">(Learner) Change Your Language Preference</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Changer%20sa%20langue%20de%20préférence%20–%20(Learner)%20Change%20Your%20Language%20Preference_FR.docx?d=w14cd0082fb474e4d8a1654b502eb73b7&amp;csf=1&amp;web=1&amp;e=CHXKJc"">(Apprenant) Changer sa langue de préférence</a> ».</p>","job aid, job aids, tool, tools, work tool, work tools, French, English, language, change, account, log in, connection, login, session, setting, settings","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, français, francais, anglais, langue, langage, changer, compte, connecter",Learner,,58,89
How can I change my password? (For learners – job aid),,Comment puis-je changer mon mot de passe? (Pour apprenants – aide-mémoire),"<p>This answer can be found in the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Changer%20son%20mot%20de%20passe%20–%20(Learner)%20Change%20Your%20Password_EN.docx?d=w4871956e595a45fd9ea27ed5697da27a&amp;csf=1&amp;web=1&amp;e=1cbdaP"">(Learner) Change Your Password</a>” job aid.</p>","<p>Cette réponse se trouve dans l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Apprenant%20-%20Learner/(Apprenant)%20Changer%20son%20mot%20de%20passe%20–%20(Learner)%20Change%20Your%20Password_FR.docx?d=wf628bd7e6a3c4d2ebdf07e97ed0e1b96&amp;csf=1&amp;web=1&amp;e=rKSTqK"">(Apprenant) Changer son mot de passe</a> ».</p>","job aid, job aids, tool, tools, work tool, work tools, peoplesoft, reset, pass, pwd, change, update, account, modify, modification","aide-mémoire, aide, mémoire, aides-mémoires, aide-mémoires, job aids, outil, outils, outil de travail, outils de travail, aide-memoire, aides-memoires, aide-memoires, mémoire, peoplesoft, réinitialiser, reinitialiser, mdp, mettre à jour, mettre a jour",Learner,,59,90
